"","DayNeg8","DayNeg4","Day0","DayPos1","DayPos7","DayPos16","DayPos21","DayPos28"
"DMWD",-1.2397678937,-1.5938817927,-0.1765720543,0.6553041528,1.4576266212,0.454196729,0.3495683881,0.0935258496
"DMXL2",-0.9918341702,-1.0232747995,-0.9390443433,-0.7273938446,0.5788247991,1.0892972346,1.0764284209,0.9369967029
"DNAJA3",0.5848463549,-0.6878530792,-0.9871057691,-1.3526344023,-0.3654567944,0.4159795508,1.5223400848,0.8698840544
"DNAJB11",-0.4700049236,-1.7419879526,1.3858253962,0.8297647505,0.7227326731,-0.287197354,0.2464316785,-0.6855642681
"DNAJB13",2.4560009192,-0.0839833509,-0.3953362614,-0.4813679867,-0.2970142896,-0.3953362614,-0.4567874937,-0.3461752755
"DNAJB14",-1.0099393954,-1.2299600621,-0.1791284063,-0.4038857442,-0.5025766919,0.6551549976,1.4466424626,1.2236928397
"DNAJB4",-1.2492234476,-1.1833558155,-0.6768515271,-0.2608999739,0.5087984021,0.5262957952,0.8137927502,1.5214438167
"DNAJB5",-0.8969596247,-1.1184753702,-0.7419778349,1.1139874754,1.7637068056,0.1158315435,-0.1406812535,-0.0954317413
"DNAJB6",0.9566818818,-1.2644103275,-0.3827140626,0.1967512092,1.9048598559,-0.4084613628,-0.4639196916,-0.5387875024
"DNAJB7",-1.0485032067,-1.0485032067,1.3480755514,0.7489308619,1.3480755514,-0.4493585171,-0.4493585171,-0.4493585171
"DNAJB9",-1.2047439264,-1.1360292345,-0.6315705421,0.0438230684,-0.1820486284,0.4127069006,1.4341617126,1.2637006498
"DNAJC1",-0.5091780539,-0.1864564835,1.9851205789,0.999617171,0.0083758821,-0.7093557951,-0.8233010182,-0.7648222813
"DNAJC10",-1.1885381946,-1.3967811234,1.5916995734,0.8668335926,-0.3935498862,-0.0601523072,0.4008973954,0.1795909501
"DNAJC11",1.7122439631,-1.7522859463,0.1642363706,0.0480937074,0.5679309007,-0.7110275508,0.2498813344,-0.279072779
"DNAJC12",-0.902335586,-1.1755287276,-0.4458894317,-0.8163303377,0.2349573443,0.4644733108,1.0192914811,1.6213619466
"DNAJC13",0.6844859106,0.8509612201,1.3072875375,0.5971339428,-0.1379907806,-1.2175298208,-1.2267014502,-0.8576465593
"DNAJC15",0.6520876074,-1.2572945389,0.4915788375,-1.3915603338,-0.6804250832,0.0174519582,1.0512390794,1.1169224734
"DNAJC17",0.8079371061,-0.7416861972,0.5754247353,-0.1634196838,1.881243692,-0.7526525804,-0.9496717956,-0.6571752762
"DNAJC18",-1.2823591485,-1.3756673605,-0.5486774723,-0.1466172567,0.4704413411,0.6508809727,1.0676256863,1.1643732378
"DNAJC19",2.1455750423,0.3408126433,0.4355031717,-0.5939115771,-0.0543594306,-0.7747773812,-0.8251219449,-0.6737205236
"DNAJC2",2.164156874,0.6072933286,0.1053323682,-0.4113527085,-0.2014511295,-0.6741330163,-0.7298409992,-0.8600047172
"DNAJC4",-1.031896723,-0.9505168463,1.296483302,-0.3385700878,-0.4338192166,-0.7261612966,0.832701855,1.3517790132
"DNAJC7",-0.0662674172,-1.8064785634,-0.4157628732,1.4655308559,1.1675084677,-0.1757025417,-0.1256785546,-0.0431493735
"DNAJC8",2.299563688,0.3785835161,-0.0664051951,-0.4202992572,-0.2390338464,-0.8366781307,-0.4945203169,-0.6212104578
"DNAJC9",0.595928974,-0.1259087265,2.056538751,-0.0424353726,0.1796851556,-0.8796289405,-0.8825879509,-0.90159189
"DNALI1",1.0189596296,-0.5783980704,0.8643766264,-1.454368422,-0.1249545943,-0.063121393,-0.9906194123,1.3281256361
"DNASE1L1",-0.2135609748,-0.265162748,2.0616081143,0.9404423158,-0.3627370099,-0.7764894092,-0.8609286744,-0.5231716137
"DNASE2B",-0.5040161288,-0.5040161288,-0.5040161288,-0.5040161288,-0.5040161288,-0.5040161288,0.8400268813,2.1840698914
"DND1",1.9324594483,1.241770043,-0.3843101569,-0.4669109715,-0.5009098051,-0.5996924857,-0.6218678443,-0.6005382278
"DNER",-1.2525892567,-1.2515410437,-0.9822254532,0.1944157578,1.0619954392,0.859162802,0.853593879,0.5171878756
"DNM1",-0.9306706524,-0.9453436063,-0.9154281702,-0.8342556946,0.3678564019,0.9822630953,1.0458704874,1.2297081389
"DNM1L",-0.5334550006,-1.1005990114,-0.9416547666,-1.0061166821,0.5288291122,0.6732354251,1.0474271236,1.3323337998
"DNMT1",1.3840356302,0.7105494115,1.0814759903,0.2545872378,-0.3114328595,-0.9820362457,-1.0704502824,-1.0667288821
"DNMT3A",-0.1546968034,-0.5386061625,-1.151979359,0.3079158853,-0.6053000912,1.6995841271,1.1990298849,-0.7559474811
"DNMT3B",1.642575635,1.5729787029,-0.4676299188,-0.5712713499,-0.2727785877,-0.6346045865,-0.6341795312,-0.6350903639
"DNMT3L",2.3888829549,0.2939186604,-0.4665315737,-0.4432815396,-0.3717038003,-0.4684776118,-0.4660194584,-0.4667876314
"DNTTIP2",1.7960169195,0.772880953,0.5950604302,0.0939310884,-0.470751435,-0.9706636585,-0.9236320211,-0.8928422764
"DOC2A",2.1752924,0.2880892068,-0.2038041725,-0.4866680694,0.2879114984,-0.1840682899,-0.8182693439,-1.0584832296
"DOC2B",-1.3885774411,-1.4124138536,-0.0094707175,0.0109604933,0.8363814063,1.4616786104,0.4904810088,0.0109604933
"DOCK10",-1.2450170302,-1.2907758734,-0.112630469,-0.6524689729,0.6331807516,0.8923264025,1.4226076797,0.3527775116
"DOCK2",2.1253994865,0.7217151068,-0.7008868521,0.1283841515,-0.2287040742,-0.6214330193,-0.7349384947,-0.6895363046
"DOCK4",-1.1451345876,-1.212156195,-0.6573366576,1.544266246,1.1606425735,-0.0185250081,0.1397485107,0.1884951181
"DOCK5",1.4531956949,1.1443800604,0.6157623278,0.2903688235,-0.6908431796,-0.9245978152,-0.9546152266,-0.9336506853
"DOCK7",-0.6440603756,-0.7455632596,1.1530718855,1.7228154952,0.5641051856,-0.5953967631,-0.7428106376,-0.7121615304
"DOCK8",-0.5349415735,-0.5051565771,2.2668027362,0.6424643223,-0.3267092202,-0.4436957117,-0.5381267935,-0.5606371825
"DOCK9",1.2011864664,-0.2678547492,-0.8110144413,-1.6187359544,-0.3689746479,0.0827523582,0.4037449836,1.3788959847
"DOK1",1.0294164218,-0.0434489379,1.5257748385,0.839590965,-0.5676484216,-0.9152399248,-0.9278949552,-0.9405499857
"DOK3",-0.8488130344,-0.9859177481,-0.3296132173,0.9650148983,1.5745689694,-0.7004702295,-0.6262988271,0.9515291888
"DOK4",-0.8157088308,-0.8579281271,-0.6172881128,-0.0956731686,2.2262430923,0.4444566933,-0.0574234729,-0.2266780734
"DOK5",-1.1732563983,-1.1550844135,-0.9004368317,-0.3481658609,1.1661187424,0.6510385181,0.7677869632,0.9919992807
"DOK6",-1.0030221072,-0.9986952042,-0.8559074025,-0.7823500502,0.6000954838,1.0382106465,1.3253114831,0.6763571506
"DOK7",-0.85612075,-0.9487299657,-0.92815014,-0.8468598284,0.6194527542,0.6564964405,0.7521926301,1.5517188593
"DOLPP1",-0.8799899021,-1.3588141973,0.4129867056,1.5427715466,1.1319517653,0.0095996983,-0.1304077101,-0.7280979064
"DONSON",1.1519246267,0.0476945181,1.5508534858,-0.0023763733,0.3120356678,-0.8949019363,-1.190588418,-0.9746415707
"DPEP2",2.406168118,0.0619882933,-0.2058356916,-0.5658141659,-0.4310382251,-0.5658141659,-0.5658141659,-0.1338399968
"DPEP3",0.5904058679,1.4581134027,1.4427557472,-0.6305277429,-0.7042444892,-0.7226736758,-0.7111554342,-0.7226736758
"DPF3",-0.6148954977,-0.6087497877,0.0402371928,2.3901846331,0.0028614426,-0.2424777606,-0.4120870663,-0.5550731562
"DPH2",1.5439824402,-0.3976823196,0.6598984085,0.6346797314,0.6472536728,-1.1077928767,-0.910580077,-1.0697589796
"DPH3",0.9160317961,-1.4591493446,0.2911624425,0.6566274969,1.5036540505,-0.6548722878,-0.7689009607,-0.484553193
"DPM1",-0.9696368443,-1.003706073,-0.6629488513,-0.6952702463,0.2649592756,0.5392739256,0.7275854183,1.7997433953
"DPM3",0.6098271924,-1.7931167407,1.6958552334,-0.3051728106,0.3789393412,-0.5403363628,0.0368832653,-0.0828791183
"DPP10",-0.9627765224,-0.959567017,-0.9266365042,-0.8465684014,1.2223185121,0.9657221263,0.8373827703,0.6701250364
"DPP3",0.5326729097,0.0037395965,1.2427058134,1.4900239752,-0.3857137962,-0.9081514147,-0.8706289317,-1.1046481522
"DPP4",0.0403074278,0.8464200194,2.0827422488,-0.3531407624,-0.3695185295,-0.7387929141,-0.7520721847,-0.7559453053
"DPP6",-0.9764914526,-0.9640309172,-0.9201794176,-0.8235413759,0.564825496,1.0888135342,0.9014184641,1.1291856689
"DPP7",-0.9888729468,-0.6369202989,1.8362998997,0.3051847652,-0.4166980274,-0.7313702851,-0.4721128149,1.1044897082
"DPP9",-0.5969351228,-1.5303741365,1.5379858153,0.4557231024,-0.4565324966,-0.7198895363,0.3868718841,0.9231504903
"DPPA2",2.2108880455,0.7709090758,-0.4348927774,-0.5070518572,-0.3570205887,-0.5618527705,-0.559944281,-0.5610348464
"DPPA4",2.0014172582,1.1522719341,-0.4795914612,-0.5184075678,-0.4713419071,-0.5624550695,-0.5597398125,-0.5621533743
"DPY19L1",1.114018489,0.5319774079,1.5096412372,-0.2689712732,0.1199915748,-1.2421479755,-0.9547952163,-0.8097142439
"DPY19L3",-0.7292192857,-1.5611923383,0.9410655215,0.4468494632,1.5618455563,0.1980508065,-0.2056683047,-0.6517314188
"DPY19L4",-0.4581946518,-0.4225828967,2.3297533256,0.3728444175,-0.0905394809,-0.7040681599,-0.5949255606,-0.4322869932
"DPYD",-1.0049486868,-0.9457712063,1.3161236053,1.6998848699,0.0957524511,-0.2894084079,-0.4582614857,-0.4133711397
"DPYSL4",-0.7598623385,-0.7602563101,-0.0810870725,2.3276959083,0.2706595043,-0.2352285808,-0.3583190809,-0.4036020298
"DPYSL5",-0.9677418185,-0.9582709385,-0.4787175653,0.7972861115,1.9513763358,0.3792730701,-0.1783999943,-0.5448052008
"DQX1",0.6381898179,0.4735163627,1.6581832973,0.7099350213,-0.6465006999,-1.0461594936,-0.9461438292,-0.8410204766
"DRD2",-1.208799663,-1.2455327056,0.1333692008,-0.8527717118,1.4512377441,0.8510763406,0.5628632372,0.3085575577
"DRD3",-0.360481759,-0.3925483351,2.4720657917,-0.2429043135,-0.3412418134,-0.3818594764,-0.3711706177,-0.3818594764
"DRD4",0.7385337668,-0.8442209356,1.5656507402,1.1674092345,-0.370415657,-0.5480926364,-0.7318964083,-0.9769681042
"DRD5",-0.6692227421,-0.8153985301,-0.7104518105,-0.8153985301,-0.5365401038,0.8824894686,1.1073752963,1.5571469516
"DRG1",1.4998210243,-0.9631337798,1.222738338,0.7842312216,-0.6273802103,-0.8903061824,-0.5240282104,-0.501942201
"DRP2",-1.3448424389,-1.4412631248,-0.0959649834,0.1221294252,1.5946385916,0.5560225118,0.1427910008,0.4664890177
"DSC1",-0.5116811723,-0.5116811723,-0.5116811723,-0.5116811723,2.3183579042,0.4990470693,-0.2589991119,-0.5116811723
"DSC2",0.4305525934,0.672829805,1.6874429419,0.6443012657,-0.5435926504,-0.8583674741,-1.007471338,-1.0256951435
"DSC3",2.2567219286,0.2721733489,0.3470619745,-0.3831021256,-0.5291349456,-0.6639344718,-0.6358512372,-0.6639344718
"DSCAM",-0.9560511903,-0.9298092762,-0.9367667866,-0.877325448,0.8241706171,1.1445886989,1.0733623209,0.6578310643
"DSCAML1",-0.7463223074,-0.7217523235,-1.0695120963,-0.7908722783,1.7242214386,0.9838365623,0.408736938,0.2116640667
"DSEL",-1.7444953141,-1.3214907411,0.6764252589,0.1092517056,1.0572110479,0.6637501998,0.3941656724,0.1651821706
"DSG2",0.905011741,1.0414317208,1.0280631704,0.7436776446,-0.7795714428,-0.9695901946,-0.9799538594,-0.9890687801
"DSG3",-0.4246255962,-0.7710819725,-0.7710819725,0.2682871564,2.277734139,0.0950589682,-0.0781692199,-0.5961215025
"DSN1",0.6896891949,0.6006850152,1.8854518067,-0.0046599047,-0.5329144679,-0.8721555299,-0.8363829948,-0.9297131195
"DSPP",-0.7435849453,-0.7435849453,2.3070199584,0.0190662806,-0.1334639645,0.0190662806,-0.7435849453,0.0190662806
"DSTN",1.9728083092,-0.0735858493,-0.4548473451,0.1288813365,0.8930841841,-0.6673976759,-0.8046055521,-0.9943374074
"DTD1",-0.3876029616,-0.9030259398,-1.1290650957,-1.1814251378,1.1858258223,0.8105009854,0.8829592283,0.7218330988
"DTL",1.116974583,1.0193411863,1.3182970844,-0.0282988985,-0.684312359,-0.9050319388,-0.9164451819,-0.9205244756
"DTNA",-1.0560756,-0.9673363227,-0.8626600909,-0.8293047053,1.0445101969,1.0381921078,0.9040263275,0.7286480867
"DTNBP1",-1.0745675768,-1.5487289359,0.1554006804,-0.6136548125,0.9949270983,0.29967821,0.4635030024,1.3234423341
"DTWD1",2.2739474612,0.3756511344,0.0911342989,-0.7809098021,-0.3020679678,-0.7489016581,-0.5035058874,-0.4053475792
"DTWD2",1.9302339107,0.9241949132,0.2028596205,-0.0824742261,-0.4015100358,-0.8110526087,-0.8938702267,-0.8683813471
"DTX1",-0.7696318803,-0.8995890106,-1.1211028496,-0.8031543932,1.3961722314,1.0102919265,0.6983641191,0.4886498568
"DTX2",1.4610952406,0.2376249503,0.8516159891,0.7312793643,-0.0206325638,-1.0378696924,-1.1112155007,-1.1118977873
"DTX3",-1.5436443053,-1.1732531778,-0.1784127355,0.1202096658,1.093830721,0.184015287,0.0993411592,1.3979133855
"DTX4",-0.7096878783,-0.6873755947,2.3661980688,-0.1753548009,0.2168714921,-0.2759924223,-0.3433668004,-0.3912920643
"DTYMK",1.9820566056,0.7139321305,0.5010840245,-0.2880301,-0.4389384941,-0.7952252762,-0.8326385528,-0.8422403374
"DUOX1",2.432149503,0.0250157136,-0.2684775345,-0.2931187384,-0.3413616911,-0.5680852252,-0.5097534421,-0.4763685852
"DUPD1",-1.2234107923,1.5335712749,-1.2234107923,-0.1895425171,-0.3963161722,0.8443257581,0.8443257581,-0.1895425171
"DUS1L",1.9423851865,0.358144983,0.7739028126,-0.0058667044,-0.5906317777,-0.9927814127,-0.9195105715,-0.5656425158
"DUS2L",1.7242486788,-0.376234615,-0.6679650067,-1.7100690399,0.5953842229,-0.0837700026,0.3567441125,0.1616616501
"DUS3L",-0.1160935892,-0.8414167609,-0.4845580029,-0.3911454456,2.0408084181,-0.557567929,-0.6477305632,0.9977038727
"DUS4L",2.1800161329,0.2572155357,0.4592310121,-0.7754646479,-0.1962032435,-0.8001350655,-0.3920511155,-0.7326086083
"DUSP1",1.8434752215,0.6258335463,-0.6194588528,0.1375637956,0.324249769,-1.2074144154,-1.1154219361,0.0111728719
"DUSP10",-1.1060709514,-1.343795354,0.5897693357,1.8278829654,0.4480448394,-0.0154574865,-0.1814173985,-0.2189559501
"DUSP12",1.6953511675,-0.0364134197,0.2662837407,0.2301968184,0.8907519749,-0.8531699828,-0.9033711513,-1.2896291477
"DUSP13",2.3995243869,-0.3193042992,-0.5722185956,-0.6354471697,0.085358575,-0.4457614474,-0.0663900028,-0.4457614474
"DUSP15",-0.9145338501,-0.9244533296,-0.9482600803,-0.8907270993,0.5531523335,1.0375601943,0.8769241436,1.2103376878
"DUSP18",-0.6194178734,-0.5836457141,1.1233251361,1.7340704828,0.5702447248,-0.5955339772,-0.8078346143,-0.8212081646
"DUSP19",2.1339234366,-0.4442652575,0.3094436691,-0.9839397098,0.4718211533,-0.8826351366,-0.2818261128,-0.3225220423
"DUSP23",-1.5591801542,-1.5147124543,0.1213986969,0.0784132537,0.7917989937,0.3485404583,0.8325066399,0.9012345659
"DUSP26",-1.1111167585,-1.2061865826,-0.6635566865,0.5585453613,-0.5938512557,0.7122707522,1.0031227461,1.3007724235
"DUSP27",2.1572793757,0.6415512527,-0.5427963978,-0.5270050958,0.2467687025,-0.6533355118,-0.6612311628,-0.6612311628
"DUSP28",-0.9752691323,-1.3863894353,-0.3644745832,0.0223578659,0.3014565654,0.0524701452,0.4203020243,1.92954655
"DUSP4",-0.55299668,0.0465637428,0.3621603916,2.1679301338,0.2788074881,-0.6708605365,-0.7834671984,-0.8481373413
"DUSP5",0.0736206005,-0.1084798248,2.405754733,-0.4289765733,-0.2991129557,-0.4289765733,-0.5850626522,-0.6287667542
"DUSP6",2.0098059522,0.7245786968,0.1833993434,-0.5452376572,0.1229857537,-0.9232740595,-0.8105030235,-0.7617550059
"DUSP7",-0.8739790791,-0.8779457887,-1.3185950608,0.8985643123,1.4995208211,0.6431101808,0.3729063858,-0.3435817713
"DUSP8",-1.2435243549,-1.244690095,-0.9405256017,0.6279538747,1.3547874712,0.6666956389,0.5343762167,0.2449268501
"DUT",2.1901618148,0.612976524,0.1389116148,-0.5540322634,-0.3593846506,-0.6630078082,-0.6828535898,-0.6827716416
"DYDC2",0.7137801912,-1.3753325636,1.4101511095,-0.6789616453,-0.818235829,-0.6789616453,0.7137801912,0.7137801912
"DYNC1I1",-0.7833702108,-0.7873768539,-0.7795499233,-0.7464718235,-0.4487309091,0.8916656266,1.1224594488,1.5313746452
"DYNC1LI1",-0.9882365124,-1.516069806,-0.7611932004,1.0868967689,1.2347929504,0.4177551433,0.5145840052,0.0114706512
"DYNC2H1",-1.7922378984,-1.2379290835,1.1800229093,0.2114281209,0.1158309996,0.3664823628,0.6090182242,0.547384365
"DYNC2LI1",-0.4333289148,-0.6930053096,1.1751611785,-0.781025897,1.9193016333,-0.7269919065,-0.3370074535,-0.1231033304
"DYNLRB2",-0.2232527092,-0.9674284064,2.0092743825,0.8930108367,-0.6697581275,0.1488351394,-0.5953405578,-0.5953405578
"DYNLT3",-0.8524094543,-0.8528789796,-0.6433290856,-0.7746018774,-0.2875158274,0.5816347886,1.1808343949,1.6482660407
"DYRK1B",-1.0341384832,-0.9195773218,0.2625588207,2.1540288653,-0.4238916581,-0.3447526278,0.0286469862,0.2771254187
"DYRK3",1.6939241525,1.4457469671,-0.0748384783,-0.4517749827,-0.3498047518,-0.7295429928,-0.7685647827,-0.7651451312
"DYRK4",2.4645528052,-0.2569410362,-0.2569410362,-0.3209761854,-0.2825550959,-0.4170289092,-0.4170289092,-0.513081633
"DYSF",2.1576525896,0.8345264723,-0.4684132549,-0.2426927106,-0.5234890677,-0.7464349009,-0.6225638705,-0.3885852575
"DYX1C1",2.1412982712,-0.297209187,0.1484615669,-1.176917868,0.4553012088,-0.6477196044,-0.5332983582,-0.0899160293
"DZIP1",-1.1925454376,-1.0812726104,-0.7370080604,-0.6390206743,1.0842753038,1.0312837772,0.9102139019,0.6240737997
"DZIP1L",-1.0442136495,-1.292957284,0.7884725379,-0.0986078592,-0.3040052762,-0.3648362584,0.567027421,1.7491203685
"DZIP3",-1.4206156395,-1.2186031397,0.277369222,-0.6365206583,1.4411275358,0.7394029874,0.5773970342,0.2404426581
"E2F1",1.0545364777,0.517075037,1.7211463262,-0.0368181281,-0.7601997869,-0.8736919857,-0.8031242683,-0.818923672
"E2F2",0.6246081796,0.5242728359,1.9937281957,-0.0900946937,-0.6723355224,-0.7750213881,-0.7285019352,-0.8766556718
"E2F3",1.1131108062,0.409533941,1.6020760149,0.0587686571,-0.1917779743,-0.9618844529,-1.0379967264,-0.9918302655
"E2F4",1.6442974965,1.0895688836,0.5036400928,0.0771064881,-0.5536256302,-0.9276398092,-0.94772304,-0.8856244816
"E2F5",0.9250525042,1.1670845197,1.3163518905,-0.0465538136,-0.4344418673,-0.9420735036,-0.9979087568,-0.9875109731
"E2F8",1.9379049048,0.4885321109,0.6916050819,0.0337300769,-0.6085512378,-0.8404954685,-0.8505267906,-0.8521986776
"EAF2",1.4469870901,-0.7644145791,0.4982795649,-0.3821444886,0.884275542,-1.0530240968,-1.2737168639,0.6437578314
"EARS2",2.0150948749,0.7411973368,0.4345473748,-0.7742483764,-0.393363365,-0.769078258,-0.4412449166,-0.8129046706
"EBF1",-0.7626660094,-0.7108347619,0.0075393884,2.221492417,0.5868418242,-0.3019320774,-0.4960927826,-0.5443479983
"EBF3",-0.8076031058,-0.8055500857,-0.151936338,1.8525119437,1.2624830836,-0.2821388701,-0.5188422641,-0.5489243636
"EBF4",-1.249993479,-1.2028868303,-0.5064682145,-0.5183033216,1.0426929567,0.8911264379,0.3289676154,1.2148648354
"EBI3",-0.4921586957,-1.1168615186,-0.7038348588,-0.5076471954,2.0977662772,0.545570787,-0.0586355879,0.2358007922
"EBNA1BP2",2.2582557831,0.5217899322,-0.127207468,-0.4127995468,-0.1882855635,-0.7266648226,-0.6645616859,-0.6605266285
"EBP",-0.2005928773,-1.6303140691,1.1816350184,-0.9701903236,0.3405178068,1.1539772326,0.5669059097,-0.4419386975
"ECD",1.8183702664,0.8573100257,0.6097450812,-0.3419330442,-0.3771748918,-1.1432629306,-0.774728248,-0.6483262587
"ECE1",2.2862766668,0.4375935893,0.0070630215,-0.6242423693,-0.4877862169,-0.5118313254,-0.7522953482,-0.3547780179
"ECE2",1.8113148998,0.7429366348,0.329373957,-0.6741435165,0.1365216522,-1.1242117269,-1.1472488722,-0.0745430282
"ECEL1",-1.0538212662,-1.0593456627,-0.7861391428,-0.7062915241,0.4752834838,1.3482968383,0.9879454741,0.7940717996
"ECHDC1",-0.8670605912,-1.2958216489,-0.3634957807,-0.7404489494,0.4604006676,0.293674973,0.7908195622,1.7219317674
"ECHS1",0.4277475973,-0.3736564169,1.7202005426,0.4427250466,0.7361594341,-0.9715152238,-0.799709011,-1.1819519688
"ECM2",-0.9344915813,-0.8810781194,-0.7062704258,-0.5997348481,1.5520895906,0.2163257347,-0.0719612866,1.4251209359
"ECSIT",2.0556431413,-0.3168704453,-1.078022191,-1.0625647193,-0.032883641,-0.2554852769,0.5428519401,0.147331192
"ECT2",1.7982793587,1.0647412375,0.5066799482,-0.4208274519,-0.6011001976,-0.7796080289,-0.781211812,-0.7869530542
"EDA",-0.9561746281,-0.7205153187,2.3209219564,-0.221855012,0.019533032,-0.1173316454,0.0164082677,-0.3409866519
"EDAR",0.3115225942,0.7253533466,2.0128267985,-0.3781953265,-0.1574855919,-0.6540824948,-0.9299696631,-0.9299696631
"EDARADD",-0.5818088273,-0.5878994719,2.2625222102,0.6058668736,-0.154245575,-0.4721772242,-0.4721772242,-0.6000807612
"EDEM3",-1.2765240891,-1.3944094229,0.6975677043,1.5945180394,0.5948967828,-0.1936041168,-0.0631045652,0.0406596676
"EDIL3",-1.3091628334,-1.2961062626,-0.9016918303,0.2088823307,0.8451843571,0.7573452542,0.9577054621,0.7378435222
"EDN1",-0.7384492391,-0.6442828782,1.642614458,1.3399368694,0.4238327012,-0.6476459625,-0.6980922273,-0.6779137214
"EDN2",2.2742927961,0.6275544486,-0.5011768545,-0.3258203842,-0.5108516942,-0.5132704042,-0.5253639538,-0.5253639538
"EDNRB",-0.744846487,-0.728327102,2.2776269073,-0.2668967025,0.5269392,-0.3366328981,-0.3687440694,-0.3591188484
"EEA1",-1.5492916621,-1.4074622135,-0.2289797144,0.0893986517,0.5603941787,0.6213837888,0.8445886697,1.0699683011
"EED",2.1870117088,0.4954762585,0.1466098912,-0.1131254858,-0.4192701721,-0.7947586219,-0.7813463354,-0.7205972433
"EEF1A2",-0.8294500183,-0.8391561508,-0.8356223067,-0.8153385194,-0.1288116631,0.7810681295,1.1592197674,1.5080907614
"EEF1E1",1.9461371425,-0.585754842,-0.6985189617,-0.4903481536,1.1106613635,-0.2074878847,-0.158547759,-0.9161409049
"EEF1G",0.9289484792,1.1851430306,1.0782039426,0.4025616007,-0.539436526,-0.972708233,-1.0104303206,-1.0722819736
"EEF2",1.2728555847,1.1578004274,0.8374937121,0.1696289169,-0.3561046997,-0.9694499328,-0.9793712633,-1.1328527454
"EEF2K",-0.7552527484,-1.0281563127,-0.1052468885,-0.4580266261,2.2386283285,0.31851009,-0.0142024214,-0.1962534214
"EFCAB1",2.1623074556,0.5894799054,-0.097806083,-0.097806083,-0.1612478665,-0.8908283772,-0.6925728036,-0.8115261478
"EFCAB2",-1.3747278281,-1.1529905029,-0.3583811294,-0.5309109933,0.3317723466,0.7922229636,1.1900015,1.1030136436
"EFCAB4B",0.1859120262,-1.4234756637,1.2403384438,1.3513306983,-1.2458880565,-0.1470647372,0.0194236445,0.0194236445
"EFEMP1",-0.7146099945,-0.7194910266,0.7966467603,2.1451237194,-0.0310450698,-0.4902399715,-0.5551891887,-0.4311952286
"EFEMP2",-0.6054375033,-0.4084553718,1.8285767836,1.3802876762,-0.4832372992,-0.5986613931,-0.6128531106,-0.5002197817
"EFHC1",1.700257672,0.5326166026,1.1232734433,-0.1947663587,-0.6574475506,-0.8592553045,-0.8592553045,-0.7854231994
"EFHC2",1.8170924859,0.9660991703,0.6001997643,-0.4281993238,-0.5728959071,-0.7940987299,-0.7691510431,-0.8190464166
"EFHD1",0.3043715417,2.1949323755,-0.6759192611,-0.6277799806,0.4514151621,-0.2601709296,-0.6409088753,-0.7459400327
"EFHD2",-0.8993736981,-1.5325158534,1.1679365539,1.0637418876,0.0571741018,-0.5656790099,-0.267131611,0.9758476291
"EFNA1",1.5874064595,0.34338237,1.132275695,0.354415843,-0.6948674467,-0.8868498783,-0.9282254023,-0.9075376403
"EFNA2",-0.4849476457,-0.5946692004,0.9299261845,1.8878302867,0.5038383483,-0.5644402957,-0.7999348055,-0.8776028722
"EFNA3",-1.0443291966,-1.1633588626,-1.3072889083,0.1662577447,0.7748908261,0.933144699,0.8534359506,0.787247747
"EFNA5",-1.464295737,-1.3577543511,-0.162964696,1.2012833526,1.1284055893,0.4700178339,0.2177868619,-0.0324788535
"EFNB1",-0.7172084179,-0.5926335546,1.7776320568,1.3636416321,-0.0041275376,-0.5744322596,-0.6205264482,-0.632345471
"EFNB2",-1.2849377649,-1.1405650596,1.1814439467,1.5086688055,-0.21925859,-0.4159721759,-0.0224969893,0.3931178276
"EFNB3",-1.0960279363,-1.0070355618,-0.4911015773,0.0743881298,1.8654569769,0.9306361627,0.1390593874,-0.4153755815
"EFS",1.4632918447,0.7497102165,1.0406366712,0.2317459445,-0.5747242755,-0.9306837268,-1.0315015647,-0.9484751099
"EFTUD1",1.98616666,0.7265583023,0.2731070803,-0.0765670291,-0.3310331091,-1.1318187959,-0.7944557589,-0.6519573497
"EFTUD2",1.8391122294,0.4115879344,0.8962309052,-0.0147174036,-0.4040558584,-0.9013335899,-0.8974683697,-0.9293558474
"EGFL6",0.6253696589,2.1980618795,-0.0666192708,-0.1411311109,-0.4753326284,-0.7102938419,-0.721882759,-0.7081719275
"EGFL8",-0.4935069538,0.1006121545,1.6338227564,1.4596117017,-0.5128254073,-0.7982325609,-0.8959747368,-0.4935069538
"EGFR",-0.5999979779,-0.8902953754,1.3324153747,1.7070779844,0.233713064,-0.5149801032,-0.7648811287,-0.5030518378
"EGLN1",-1.262510414,-1.6538330214,0.6085515359,1.1847033338,0.7664060502,0.4026525911,0.2476465051,-0.2936165806
"EGLN2",-1.234116481,-1.3693264605,0.0205622614,1.7305874233,0.7228166579,-0.1755947795,0.0945952064,0.2104761719
"EGLN3",2.3980226813,-0.1082265485,0.003493444,-0.421493074,-0.1384853467,-0.6774855497,-0.6387209748,-0.4171046316
"EGR1",0.7092767473,1.5341179636,1.1045715673,-0.8154124657,0.0310584809,-0.9784906854,-0.9404100965,-0.6447115113
"EGR2",-0.1238163142,2.1177557102,0.225739402,-0.9737886347,0.5936927875,-0.5212059706,-0.5984761815,-0.7199007987
"EGR3",-0.777820242,0.6342791931,0.715382233,-0.2314674283,1.9202399283,-0.6078438111,-0.8749496311,-0.777820242
