"","DayNeg8","DayNeg4","Day0","DayPos1","DayPos7","DayPos16","DayPos21","DayPos28"
"A1BG",-0.5400617249,1.6201851746,1.6201851746,-0.5400617249,-0.5400617249,-0.5400617249,-0.5400617249,-0.5400617249
"A4GALT",0.7795520673,-0.0157963304,1.826260198,0.6470474765,-0.6928331482,-0.8432186679,-0.8645874538,-0.8364241414
"AAAS",2.027808973,0.9733778377,0.0627154659,-0.4784678954,-0.4818573552,-0.7089401214,-0.7109739135,-0.6836629911
"AADAT",0.0539597453,-1.4558498762,0.6281126999,-0.7753723003,1.9295260637,0.0539597453,-0.0417324138,-0.3926036639
"AAMP",-0.5823608946,-1.823234781,0.5979788869,1.4944682998,0.1356617844,-0.5637331741,0.1110393247,0.6301805539
"AANAT",-0.4472861966,-0.6475635981,-0.1134905275,-0.0467313937,2.3966529042,-0.0467313937,-0.6475635981,-0.4472861966
"AARS",-0.3486313618,-0.4227191704,-1.7558871589,-0.5483554001,0.1470284378,0.7608234626,1.5116033853,0.6561378056
"AASDHPPT",2.0519389259,0.2803021873,-0.8874029569,-1.318620546,-0.1598417788,-0.3064018435,0.2312210435,0.1088049684
"AASS",0.6829446703,1.9321741915,0.6465088092,-0.2188428903,-0.6412386222,-0.8005153861,-0.8200345974,-0.7809961749
"AATF",1.899496818,-0.2747149214,0.8794400276,-0.3268019194,0.4165759959,-0.7624706781,-0.8705426749,-0.9609826478
"AATK",-0.9697062031,-0.9801009787,-0.8867196077,-0.7729275212,0.3513593617,0.9036512412,1.1345499564,1.2198937515
"ABAT",-1.0062899056,-1.0102797546,-0.8546618172,-0.5044193351,-0.0520354518,1.0153060713,1.3449102313,1.0674699616
"ABCA1",-0.4390885851,-0.6313049165,1.8835847055,1.2690752164,-0.1865789867,-0.5267597969,-0.7061782146,-0.662749422
"ABCA12",-1.3456307744,-0.7457863867,0.5472926811,1.9175226946,0.5428423134,-0.164709964,-0.5377092188,-0.2138213452
"ABCA13",2.3580280991,0.0163096228,-0.3477352239,-0.5711263798,0.208260542,-0.4221989425,-0.6207688589,-0.6207688589
"ABCA2",-0.8943302145,-0.8608835017,-0.8489670369,-0.809875191,0.2537414904,0.4536801423,1.0801275275,1.6265067839
"ABCA3",-1.2815978131,-1.1747780799,-0.599222894,-0.3992848827,0.8618691225,1.2978069505,0.9582518226,0.336955774
"ABCA4",1.4226554432,0.6818659644,1.2747348532,-0.1388164534,-0.3889367238,-0.9201456661,-1.0097285903,-0.9216288271
"ABCA5",-1.017758741,-1.0425052931,-0.7234311555,-0.6539380254,0.0696728111,1.1024987761,1.3971606118,0.8683010159
"ABCA7",-1.0062744878,-1.2003064453,0.0569949981,1.4594680249,-0.1735298131,-0.6403188449,0.1030217255,1.4009448426
"ABCB11",1.2391401533,-0.8306324105,0.0408507743,-0.0680846238,1.7838171438,-0.7216970124,-0.6127616143,-0.8306324105
"ABCB4",-0.8479857416,-0.8310205629,0.1429088647,-0.1868496896,-0.6800810638,-0.2310670839,0.4367471101,2.197348167
"ABCB7",1.3065736862,1.6505117496,0.1505131056,-0.5852709044,-0.8592245305,-1.1465784037,-0.3509236341,-0.1656010686
"ABCB9",-0.952656054,-0.9676236273,-0.8945153122,-0.7421573315,0.3328183479,1.1537365958,1.3668965702,0.7035008112
"ABCC12",-0.5722628843,-0.7460897531,2.0171189123,0.9389666276,0.1961228253,-0.5509779616,-0.6574025751,-0.6254751911
"ABCC2",2.0860899514,0.8464645491,0.0690723476,-0.4036661533,-0.4099693333,-0.7345831039,-0.7188251539,-0.7345831039
"ABCC4",1.854124225,1.330303164,-0.2689134373,-0.4612286098,-0.5805295776,-0.6290974547,-0.6295828066,-0.615075503
"ABCC6",2.445205825,-0.0954752805,-0.2233082921,-0.4789743153,-0.210524991,-0.4789743153,-0.4789743153,-0.4789743153
"ABCC8",-0.7605279145,-0.8803013608,-0.8497005601,-0.8455383731,-0.050637153,0.7517086681,1.025516504,1.6094801894
"ABCC9",-0.4371784556,-0.4427572048,0.2265141757,2.4066714996,-0.4117768486,-0.4439934556,-0.4531783082,-0.4443014025
"ABCD1",-0.7632464554,-0.6409456068,1.3979720377,1.0046080354,1.0047825066,-0.1243741901,-0.5836694681,-1.2951268594
"ABCD2",-0.8925319809,-0.9117887362,2.191573263,0.4255604126,-0.5871823747,-0.2021214169,-0.043538092,0.0200289249
"ABCE1",1.3992814164,1.3017153853,0.7105896071,-0.1337946124,-0.670257258,-0.9538670678,-0.6051416533,-1.0485258173
"ABCF1",1.9895564413,0.3757628917,0.5001876652,0.0881056852,-0.1843460149,-0.9159386091,-0.765143648,-1.0881844113
"ABCF2",2.1809809976,0.416401655,0.2225711752,-0.1618084878,-0.4909201498,-1.0156178308,-0.7470194915,-0.404587868
"ABCG1",1.5527723052,0.8503432466,-1.3045680789,-1.1596456731,-0.4579089839,-0.3023295206,0.1100375124,0.7112991922
"ABCG2",2.0436320738,0.7132671348,0.1966035821,0.0123421117,-0.5036270751,-0.8004062506,-0.8522762128,-0.8095353639
"ABHD10",-0.1996292127,-2.0250851562,0.0417118758,0.1353544022,-0.3103621827,0.3434865201,1.5529985083,0.4615252453
"ABHD11",2.1094516699,-0.2190542705,-0.5528524568,-1.1446544804,0.6752243429,-0.1572286844,-0.0788378819,-0.6320482389
"ABHD14A",2.056800457,0.9608066674,-0.2180481661,-0.9227909656,-0.2484293201,-0.5580888339,-0.5619262904,-0.5083235482
"ABHD14B",-0.1278965429,-0.689843037,0.7976623886,0.1294418957,0.348039082,-1.1691503408,-1.0782472315,1.7899937859
"ABHD2",-0.859909276,-1.5094334661,1.4849543538,0.9864784143,0.1076017221,0.3749003488,0.198078906,-0.782671003
"ABHD3",-0.6550832051,-0.7567147164,-0.4866257316,-0.4163572722,-0.6677979559,-0.037509596,0.9714058782,2.0486825991
"ABHD6",-1.1516698651,-1.3904835538,-0.3877282723,-0.4979433253,0.6303130447,0.5422814724,0.8957368252,1.3594936742
"ABHD8",-1.1566140125,-1.2074549841,-0.7782255339,-0.2219819959,0.2679746389,0.6993828738,0.9578059082,1.4391131055
"ABI3",1.9875268338,0.9387766478,0.2950004549,-0.6439964631,-0.5780916375,-0.654833754,-0.6721910409,-0.6721910409
"ABI3BP",-0.5119474676,-0.5095765091,0.6165187431,2.2828724083,-0.4465270197,-0.4529436138,-0.5308250993,-0.447571442
"ABLIM1",-1.2206871069,-0.8897927079,2.1301332689,0.1215244239,0.15128577,0.1784684817,-0.248293311,-0.2226388185
"ABLIM2",-0.8476762317,-0.8477590559,-0.8570353673,-0.8630815346,0.0948977217,0.7019531235,1.0329559336,1.5857454106
"ABLIM3",-0.7278744628,-0.7207262744,-0.7427987114,-0.7233445144,1.8933972492,1.0344893232,0.3255186863,-0.3386612957
"ABO",2.2377497611,0.6701492279,-0.1659043898,-0.5839311986,-0.458523156,-0.5839311986,-0.5316778475,-0.5839311986
"ABR",-1.070918063,-1.0086977167,-0.9087218757,-0.5000350156,0.1876900716,0.8985371681,1.0743742301,1.3277712012
"ABRA",2.221671026,0.5960580801,-0.270935491,-0.7044322765,-0.7044322765,-0.3793096874,-0.7044322765,-0.0541870982
"ABT1",2.041209649,0.1176759104,0.4253178669,0.376944977,-0.2836490114,-0.9675160756,-0.9500367961,-0.7599465202
"ABTB1",0.93505164,1.5424085498,-0.038398666,0.8787000746,-0.8724795973,-1.0436527973,-0.9657221289,-0.4359070749
"ABTB2",-0.9732266363,-1.2444186364,0.2531638527,0.8347200305,-0.7074584763,-0.3754742696,0.5345443855,1.6781497499
"ACAA2",-0.1643061331,-0.6153397223,1.7841100472,1.358990627,-0.25525843,-0.6150597122,-0.6905663175,-0.8025703592
"ACACA",1.0423428583,-1.8270606545,0.1639604772,0.2590732923,1.2216317059,0.3272221616,-0.2959070423,-0.8912627985
"ACAD10",1.5658619211,1.2973180282,0.5314385225,-0.2722639256,-0.7448402435,-0.9127133743,-0.8870521014,-0.5777488268
"ACAD11",0.5399623948,-0.0202404877,-0.2096013268,-0.915780256,-1.1953620503,-0.8723295977,1.1603354603,1.5130158633
"ACAD8",0.2772454628,-0.2134787393,1.6990267786,0.8163193957,0.4265057978,-1.1247376515,-1.1735646301,-0.707316414
"ACADL",0.0978396407,0.2842347757,1.8789916674,0.9051788309,-0.5994328153,-0.8905022489,-0.8724935486,-0.8038163018
"ACADM",1.8891578951,0.7501715976,0.3424029259,-0.4133093355,0.1674285334,-0.7320988909,-0.9357436983,-1.0680090274
"ACADS",1.2169303144,0.3972052816,1.406725571,0.4773410566,-0.6102404571,-0.968368188,-0.991633413,-0.9279601656
"ACADSB",-1.5105217089,-1.5360722647,0.8523710678,0.4498084241,1.0234658356,0.1191129898,-0.0049978543,0.6068335106
"ACADVL",-0.5869514773,-1.6005043073,0.8544769527,0.9943788456,-0.467775153,-0.6345833201,0.1224560071,1.3185024522
"ACAT1",-1.0707885935,-1.1352740096,-0.7537438141,-0.5647107325,1.2197625308,1.0773985024,0.9849778559,0.2423782606
"ACBD4",2.0359965004,0.1381987822,0.2334512414,-0.7061879832,-0.5550597182,-0.9941235577,-0.7741532413,0.6218779765
"ACBD5",-1.3478908534,-1.6210863162,-0.3029497318,0.38766708,1.1069376061,0.4427091021,0.6417448258,0.6928682873
"ACCN2",-1.3398501846,-1.3932662202,-0.5591427997,0.4354926497,1.2791849795,0.8134683904,0.6747481456,0.0893650393
"ACCN3",1.7427599495,0.0173825337,-0.2916402871,1.2792257184,-0.2504372443,-0.961189732,-0.961189732,-0.5749112061
"ACCN4",-1.2475896313,-1.2239627752,1.2865421384,0.6516461082,-0.5871281311,1.1784704754,0.2263626986,-0.284340883
"ACD",-1.3652230835,-1.1905897566,0.4297556863,1.6451506092,0.816491221,-0.3120166577,-0.1894936779,0.1659256591
"ACE",-0.7400065745,-0.9590176083,-0.956003695,-0.9585152894,0.6134575034,1.3697327424,1.0585461931,0.5718067284
"ACHE",-0.8335358665,-0.8345837064,-0.7898409437,-0.7147894127,-0.3304545303,0.7863920967,1.1914212403,1.5253911227
"ACIN1",0.2484222803,0.5645658923,1.1834688273,1.347017742,-0.1741761487,-1.1397765993,-1.1030465347,-0.9264754592
"ACLY",-0.2041919075,-1.1612347269,-0.1963602783,1.1533103913,1.6523261463,0.3726727294,-0.6272660968,-0.9892562575
"ACO1",0.0802604837,-0.610321443,1.5536825904,0.5964372815,1.1324476214,-0.8076629128,-0.859652983,-1.0851906382
"ACO2",-0.4935615908,-1.0052002514,-1.0610548354,-0.9577873012,0.4004279679,0.6005310285,1.3450533259,1.1715916565
"ACOT11",2.0987395673,-0.3782384678,-0.6913726376,-0.906236169,-0.758614232,-0.1850808686,0.0891860039,0.7316168038
"ACOT12",2.0777575612,-0.788114937,-0.788114937,-0.4696846594,0.7403503954,-0.1512543818,-0.788114937,0.1671758957
"ACOT4",1.490038624,1.1332207469,0.7980020149,-0.8608123289,-0.3797561692,-0.2361650525,-1.0888993012,-0.8556285341
"ACOT7",-0.8756957557,-1.090881951,-0.9859898951,-0.7521229007,0.8287355887,1.0374534428,1.0806701109,0.7578313602
"ACOX1",-1.3269303841,-1.3194205419,-0.5575041437,-0.2388991515,0.5211016403,0.9534682382,1.0646468441,0.9035374985
"ACOX2",1.1120154483,-1.0806910694,-1.0806910694,-0.1409597047,-0.5795010082,1.7385030247,0.1722840835,-0.1409597047
"ACOX3",-1.5684151688,-1.2394592053,0.1284225745,1.0684541766,0.4058391747,-0.1510538718,0.0704263863,1.2857859338
"ACOXL",0.4814201001,2.3300518819,-0.5057653232,-0.4736617322,-0.33882665,-0.48168763,-0.5218171187,-0.4897135277
"ACP2",-1.6710521315,-1.5095447151,0.2411000684,0.4288259181,0.7599924407,0.4146857379,0.518250519,0.8177421625
"ACP6",2.0682727789,0.9753513053,-0.1336686257,-0.5747430926,-0.6186345461,-0.7172069259,-0.6143044932,-0.3850664006
"ACPL2",-1.0984261366,-1.242628238,1.3457244196,1.2286264013,0.7519669428,-0.1958217638,-0.3127801302,-0.4766614951
"ACPP",-0.1307195239,-0.2516959258,2.4486052401,-0.185869621,-0.4085409216,-0.4783581239,-0.4874508384,-0.5059702856
"ACR",-0.7735847925,-0.813936966,-0.6256268231,0.1545151976,2.3012508271,-0.10777393,-0.1279500168,-0.0068934963
"ACRBP",1.7623197849,0.0860984951,0.0567429011,0.8514528186,0.2242160026,-1.207009798,-1.0847229413,-0.6890972632
"ACRV1",2.2324447335,-0.665422842,-0.665422842,-0.665422842,-0.1090322675,-0.665422842,0.4792348503,0.0590440519
"ACSBG1",-0.9148912977,-1.1479906774,-0.6381297985,-0.7944683553,0.8863823985,0.6231420718,0.4182118014,1.5677438572
"ACSL1",1.0080215575,1.1973116987,-1.2689458206,-1.4665291459,0.7579070192,0.2688323944,-0.149791342,-0.3468063613
"ACSL3",-0.7657109142,-1.1687504734,0.1335448791,-0.1466901441,2.1764929809,0.3338836886,-0.2549101662,-0.3078598507
"ACSL4",-1.0696502318,-1.0485590105,-0.2965807303,-1.0369522101,0.6187530587,1.2857895393,1.1979339784,0.3492656063
"ACSL5",0.0747313708,-0.4788873823,2.2056931232,0.5942813367,-0.7702363712,-0.7511266728,-0.4965495509,-0.3779058535
"ACSL6",-0.9918927318,-1.0197598037,-0.7518546249,-0.6521009176,0.0699557155,0.7073786443,1.3290189981,1.30925472
"ACSM3",-0.3424201161,-0.1600366032,0.0241214519,2.4246828238,-0.3562615459,-0.5115931475,-0.4790598722,-0.5994329907
"ACSS1",0.1469810646,2.0940819848,0.0746234091,0.5092052315,-0.2071983259,-0.8625389964,-0.9017690506,-0.8533853171
"ACSS2",-0.9477059289,-1.6615636411,-0.5384376065,0.0524492181,0.4604350426,0.4141120836,0.794819193,1.4258916392
"ACTA1",1.218049028,-0.4622356038,-0.4118899968,1.8977147218,-0.1752656442,-0.4622356038,-0.8209480532,-0.783188848
"ACTA2",-0.3940622718,-0.3970316953,-0.3097892291,2.4674108869,-0.1774766918,-0.4016481457,-0.4030307334,-0.3843721198
"ACTB",0.7289867375,0.1707675998,0.7214010834,1.4078218064,0.3329817989,-0.9449269758,-1.1302563044,-1.2867757458
"ACTC1",-0.1513349801,0.0990545695,0.3540809626,2.2760525977,-0.6354214426,-0.6416811813,-0.6486364466,-0.6521140792
"ACTG2",-0.2950741153,-0.3724802226,-0.3194118573,2.473679398,-0.3560054435,-0.3798508289,-0.3842731927,-0.3665837376
"ACTL6A",1.682560209,0.9489613355,0.5183767823,0.2347070029,-0.6001864335,-0.9215808086,-0.9361014065,-0.9267366812
"ACTL6B",-0.949187828,-0.9523851011,-0.7658801669,-0.0280137871,2.1112062916,0.3109823491,0.0547692302,0.2185090121
"ACTN1",0.7140050429,0.724973144,1.7570290587,0.1557861479,-0.6628683985,-0.8983748621,-0.9381907205,-0.8523594123
"ACTN2",2.4079370162,-0.1537869479,-0.5497864811,-0.4339097634,0.1202984366,-0.3576143506,-0.5927245044,-0.4404134054
"ACTR1B",-1.2147852896,-1.4523331879,0.5039540652,1.0020670472,-0.0466442328,-0.2696549755,0.0348953537,1.4425012196
"ACTR3",-0.2185731008,-0.6036916359,0.9760967751,1.5844942527,0.8861703558,-0.7444090029,-0.8462679725,-1.0338196715
"ACTR5",-0.0524208789,-0.1111663936,0.5891005431,2.1817523,-0.2971642996,-0.7066136819,-0.7537032105,-0.8497843787
"ACVR1B",-1.0010714419,-1.1676474299,-0.9973746179,-0.2419179654,1.5244876061,0.8390315882,0.5841190196,0.4603732412
"ACVR1C",-1.2347299964,-1.5265900086,-0.2294343985,-0.164576618,0.3413140699,1.0028634311,0.5164300773,1.2947234433
"ACVR2A",-1.2378908397,-1.1920883243,-0.0591544633,0.5776622653,1.7551721318,0.5640718039,0.1333178832,-0.541090457
"ACVR2B",0.2209598521,0.3387525077,1.2188706496,1.5297403663,-0.3830899972,-0.8942812108,-0.9855424104,-1.0454097574
"ACVRL1",1.8695891918,1.2625360177,-0.1676610163,-0.7065028565,-0.757869088,-0.4723332718,-0.6838412838,-0.343917693
"ACY1",1.8959090192,1.1542764426,0.1063630308,-0.4375550092,-0.5632859314,-0.7619266881,-0.7221048884,-0.6716759755
"ACYP1",0.7123780065,0.099822338,-0.5478951364,-1.1030815429,0.6265376468,-1.1190965354,-0.4376052214,1.7689404449
"ACYP2",-1.0286399186,-1.1393527893,-0.6006796403,-0.3527087076,-0.2427727692,0.7058617234,1.1445954646,1.5136966371
"ADAM15",-0.8815654194,-1.1308098325,-0.491841508,-0.8313077383,1.4521913305,0.2664632592,0.296509945,1.3203599634
"ADAM17",0.858009123,0.177460113,1.9057855449,0.1855607318,-0.4837340671,-0.8846144007,-0.9194359175,-0.8390311274
"ADAM19",0.6627009188,-0.1784282128,1.171786336,1.4105213269,-0.0760651754,-0.6997074526,-0.9920077307,-1.2988000102
"ADAM23",0.1501341542,1.474725272,-1.3608500865,-1.2005851517,-0.683703163,0.2068137127,0.6976912612,0.715774001
"ADAM28",-1.7528207522,-0.5158121693,-0.088094711,0.4088384357,1.4374900492,-0.3032845111,-0.2992912983,1.1129749569
"ADAM8",0.5827790601,-1.1637107963,0.846544787,1.105858578,0.2535652862,-1.227965541,-1.124698987,0.7276276131
"ADAM9",-1.4962178806,-1.6640705397,0.8140117449,0.843994456,0.5566723535,0.2364154423,0.3530488913,0.3561455322
"ADAMTS1",-0.7216491819,-0.739644305,1.4426579492,1.7372025083,-0.194671145,-0.5527760185,-0.580478885,-0.3906409221
"ADAMTS10",-1.0610889085,-0.7232147833,0.6060391005,0.696605612,1.5136867765,-0.7728909815,-1.0173532535,0.7582164377
"ADAMTS12",-1.0006162461,-0.9718338983,0.0345076826,2.2107631411,-0.0140680644,0.1319248598,-0.3847127484,-0.0059647265
"ADAMTS13",-0.7901054167,-0.6951038937,0.7370030942,2.137119099,-0.0001336537,-0.6093011826,-0.6211168979,-0.1583611486
"ADAMTS15",-0.7046285198,-0.4588139135,-0.0776835292,2.3666646711,0.2074280832,-0.2666184108,-0.4932315813,-0.5731167997
"ADAMTS16",-1.3174747521,-1.4401169222,0.2418328391,-0.1085733612,1.6658836371,0.4380603113,0.1664254248,0.3539628232
"ADAMTS17",-1.1574269027,-0.9946782335,0.2621961884,1.1194980998,1.4863120475,0.4649375702,-0.2539117374,-0.9269270322
"ADAMTS18",-1.0108597778,-0.9781572783,-0.0384925593,-0.6325073392,0.8322840544,1.8105290151,0.5782349774,-0.5610310922
"ADAMTS2",-0.6671697149,-0.7202740291,-0.2761288559,2.2982234656,0.3215843385,0.1053411573,-0.5271674321,-0.5344089295
"ADAMTS20",-0.6099533758,-0.750415853,2.3579609501,0.0856827913,0.1108415596,-0.3171248216,-0.4313993793,-0.4455918713
"ADAMTS3",-1.2305733649,-1.2318489032,-0.5686377368,-0.3570229373,0.2678748399,0.6982079414,1.3230928344,1.0989073264
"ADAMTS5",-1.0480670062,-1.0823713355,0.0980613019,2.0604135962,0.539768806,-0.0027810272,-0.1726866506,-0.3923376846
"ADAMTS6",-1.176216032,-0.9523826888,-0.2963172539,-0.4459050309,-0.1903505596,0.4516760104,0.6811013353,1.9283942194
"ADAMTS7",-0.5877492251,-0.6193553894,1.2601061402,1.7923936971,0.2188866245,-0.6527066793,-0.7157251051,-0.6958500631
"ADAMTS8",-0.5665578562,-0.6166247833,-0.2843069671,2.2972251694,0.483382902,-0.1633213113,-0.476505198,-0.6732919555
"ADAMTS9",-0.4737813846,-0.3267546238,0.6787739859,2.2440394034,-0.3476505305,-0.5580077498,-0.6090476297,-0.607571471
"ADAMTSL1",-1.1053648598,-1.1831182936,-0.648944187,0.339637019,-0.5377487607,0.6880605769,1.4289722469,1.0185062583
"ADAMTSL2",-1.2704349158,-1.042326901,0.0728678381,-0.8142188862,0.4783931977,1.5428972668,0.0221771681,1.0106452323
"ADAMTSL3",-1.3223358852,-1.1933589639,-0.5226789734,1.0379417738,1.4790428445,0.5349317809,0.031921788,-0.0454643647
"ADAMTSL4",1.964848485,0.1394892371,1.0041722013,-0.2536712981,-0.7035766529,-0.6752042431,-0.7968002849,-0.6792574445
"ADAMTSL5",1.6350046678,0.6063265949,1.1444043561,-0.2166158634,-0.7863452577,-0.8100839824,-0.9999937805,-0.5726967348
"ADAR",-0.9918101393,-1.0474911184,-0.9701885895,-0.6227593852,0.5530026751,0.7589219758,1.0700172761,1.2503073055
"ADARB1",-0.8371695499,-0.9565653899,-0.8643697665,-0.7707348388,0.1315825074,0.6805046328,1.0448753213,1.5718770836
"ADARB2",-1.0271986982,-1.0271986982,-0.8102178834,-0.6108392386,0.0937706544,1.0091146228,1.2824626195,1.0901066218
"ADAT1",1.6276966846,1.1494767886,0.2544060691,-0.9104948824,-0.3442004227,-1.2472773298,-0.6655320589,0.1359251514
"ADAT3",1.9987085297,0.5223157745,0.3326532291,0.1987737853,-0.3278186936,-0.9168882463,-0.8982938791,-0.9094504995
"ADC",0.5951332319,0.551086368,-1.6080166824,-0.9337447083,-0.4373575268,-0.1400299013,0.3833855975,1.5895436213
"ADCK4",-1.1358597177,-1.6418581625,1.0201993577,0.4554206822,1.1200496607,-0.5168555211,0.3458682091,0.3530354917
"ADCY1",-0.8923419009,-0.8961060454,-0.8490801628,-0.6786367753,1.4889721465,1.3225977587,0.5029206738,0.0016743056
"ADCY2",-1.0095432963,-1.0028224968,-0.7272280937,-0.7428546029,0.0751354593,1.0971684725,1.2463624155,1.0637821424
"ADCY3",0.2262502355,0.3092274208,-1.0795829289,-1.2564738892,-1.1133138049,0.822142309,0.9917122094,1.1000384484
"ADCY5",-1.2152009286,-1.2252695273,-0.8715369222,-0.1959989135,0.6948011866,0.7273459829,0.9072385489,1.1786205731
"ADCY6",-1.1619382804,-1.1704139732,1.2683589646,1.4375383743,0.4673885859,-0.4702942595,-0.4049375052,0.0342980935
"ADCY8",-1.0337652479,-1.0329046662,-0.6817873397,-0.9206245741,1.2751977815,0.7601710557,0.8991829663,0.7345300245
"ADCY9",-1.0353966002,-0.9966602667,-0.872634371,-0.6267584724,0.3301992284,0.6657219147,1.1851945875,1.3503339797
"ADCYAP1",-0.8717130012,-0.9715219115,2.1706843812,0.0764716463,-0.6166457861,-0.0954214769,-0.1121117447,0.4202578928
"ADD2",-1.3432619347,-1.34997443,-0.727595727,0.8466433045,1.2165654447,0.3214808503,0.576547463,0.4595950292
"ADH5",2.0044147937,0.7943942037,0.2588564666,-0.1974428373,-0.3292083239,-0.8753954897,-0.8235298858,-0.8320889273
"ADHFE1",0.358254726,0.7334205704,-0.7139877732,-1.0402189423,2.0198646918,-0.2907689593,-0.4671983023,-0.5993660111
"ADI1",1.9357756716,0.7299168894,0.5760161193,-0.4974278222,-0.2933660994,-0.9334372849,-0.8852833944,-0.6321940795
"ADIPOR1",1.3672761172,-0.0257967542,0.9937583543,0.8687663561,-0.1675896861,-0.7237566782,-0.8721836213,-1.4404740877
"ADK",2.1413041487,0.5882307697,0.340796105,-0.5994117452,-0.5383384503,-0.8296264351,-0.6107316213,-0.4922227714
"ADM",2.3038752535,-0.5762933516,-0.7078395139,0.2424084214,-0.7327640499,-0.2872379688,-0.3962828138,0.154134023
"ADM2",2.3761035738,0.3433755237,-0.4548521466,-0.4314558184,-0.4108119993,-0.4768722203,-0.4686146927,-0.4768722203
"ADORA1",-1.2094614535,-1.1896880388,-0.4056242465,-0.2250268708,1.7316035203,0.9113156914,0.1554170753,0.2314643225
"ADPRH",-0.9952767604,-1.9908076579,0.8014640021,0.2481514317,0.3042586924,0.0944002398,0.9395958636,0.5982141887
"ADRA1A",-1.4136511395,-1.4180151316,0.7321674082,1.1556492,-0.4972128018,0.7204391794,0.5763292508,0.1442940345
"ADRA1B",-0.8956146936,-0.8954251597,-0.8438719325,-0.8495579502,0.1732474629,1.5281583864,0.9518577482,0.8312061385
"ADRA1D",-0.7280918696,-0.7266567279,-0.7180458777,-0.6118453925,-0.5291984528,0.2621558977,1.372955567,1.6787268558
"ADRA2A",-1.2711220764,-1.2184751523,1.8926938459,0.3863687274,0.3043010456,0.1879667232,-0.1271044141,-0.1546286993
"ADRA2B",0.5829934809,0.3935832721,0.3935832721,-0.3529157861,1.8464709913,-0.8208704196,-0.8542957505,-1.1885490602
"ADRB1",-0.9692390761,-1.0141667218,1.8372411907,-0.5379336776,1.0848528843,-0.232425687,-0.3312665075,0.162937595
"ADRB3",2.2783878823,0.6006353224,-0.4309143925,-0.5141948789,-0.5093592377,-0.6137687895,-0.5343433836,-0.2764425226
"ADRBK2",-0.9547987694,-0.8779001599,-0.8264371305,-0.9664511949,0.7252457109,0.7525589961,0.6854243792,1.4623581685
"ADRM1",1.5017786751,-0.929038531,0.544325937,1.208308108,0.1778311521,-0.822724776,-0.7915495804,-0.8889309847
"ADSL",2.2086338287,0.4641391294,0.249550819,-0.5378077269,-0.293500389,-0.642153054,-0.6657190112,-0.7831435961
"ADSS",2.0504433416,-0.3396399243,0.8957785061,-0.7855348247,-0.6615473716,-0.874296566,-0.2378194889,-0.0473836723
"ADSSL1",1.7954459761,0.7981138173,0.5831343108,-1.3286477294,-0.6376421727,-0.6146086541,-0.4879243021,-0.1078712459
"AEBP1",-0.1892212172,-1.1015264681,0.8037133031,0.3012735045,-0.7903572139,-0.2162320224,-0.7513864004,1.9437365144
"AES",-1.0865458933,-1.366554957,-0.6010779039,-0.4564584837,0.4582652127,0.8088030078,1.0960328201,1.1475361973
"AFAP1L1",0.7521564741,-0.282963508,2.1183996772,-0.3491881522,-0.0160724332,-0.4873961053,-0.8977009661,-0.8372349866
"AFAP1L2",-0.2123911366,-0.4873435271,1.8393452271,1.2301887538,-0.036903595,-0.7184788035,-0.8137810265,-0.8006358923
"AFF2",-1.1875790701,-1.161126591,-0.9535554038,-0.1284993241,0.3789634654,0.8867882397,1.2274578111,0.9375508728
"AFF3",-1.4154452821,-1.4657195374,-0.4395768128,1.0331601363,0.9047002335,0.7168563803,0.4621888614,0.2038360209
"AFF4",-1.1892466749,-1.3196367631,-0.3642171069,0.6334214106,-0.0627776309,-0.0777250042,0.7064797079,1.6737020614
"AFG3L2",1.0922617396,-0.7013689983,-0.9925655562,-1.4359821443,-0.1914372667,0.1243873438,1.0723894049,1.0323154772
"AFMID",0.2445015976,-1.0485610946,2.0019988379,0.7133961446,0.0018419795,-0.4170054336,-0.8718658508,-0.6243061807
"AFTPH",-1.1673457208,-1.2889933296,-0.4143041895,0.3596243318,0.1878440181,-0.0713841369,0.57780998,1.816749047
"AGA",1.1595813233,0.7550583966,1.4377848231,0.1058742893,-0.7631808109,-0.8863422522,-0.9427348535,-0.8660409157
"AGBL1",-1.2228280635,-1.2228280635,1.1515953608,1.270316532,0.486756802,0.5579895047,-0.5105010362,-0.5105010362
"AGBL2",1.1011847788,1.1683740876,1.2835557598,-0.6841311406,-0.2982725387,-0.856903649,-0.9432899031,-0.7705173948
"AGBL5",-0.8831984454,-0.8062362763,0.9600860619,1.1986664006,1.416963653,-0.5293179942,-0.7154872387,-0.6414761608
"AGK",-0.4776373501,-0.7389396063,-0.7198747601,-1.5739389948,0.7419055329,0.6885225038,1.1861281271,0.8938345475
"AGL",-1.063664652,-1.5341804049,-0.7339590375,-0.0215855214,0.5996210563,0.7970326775,1.16075768,0.795978202
"AGMAT",2.4379183319,0.0682622519,-0.4487536202,-0.4379824562,-0.418594361,-0.4218257102,-0.3571987262,-0.4218257102
"AGPAT2",2.1189687921,0.6051301065,0.2095751008,-0.0490494917,-0.6092956091,-0.7619375153,-0.7724211627,-0.7409702205
"AGPAT3",-1.4111936312,-1.3064796774,-0.4085048232,-0.29180515,0.5867230541,0.7976515274,0.9908922148,1.0427164854
"AGPAT4",-1.2511599988,-1.3978990513,0.4887820217,-0.1237075936,1.6754387041,0.428442296,0.4212535295,-0.2411499076
